data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Tại_sao app shopee bảo là trả_góp the tín_dụng qua vib lãi_suất 0% . Mà bây_giờ sau khi xong hết tôi vào app vib bị tính 2% 1 tháng . Tính ra cái điện_thoại từ 17tr700 giờ trả_góp 12 tháng thành_ra 22tr,,,,,,,,Negative,,,
Nhóm màu : black Dung_lượng lưu_trữ : 256gb sẽ đánh_giá cho cửa_hàng sau khi có trãi nghiệm .,,,,,,,,,,Neutral,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : sạc nhánh , trigger mua để sử_dụng làm máy phụ . sản_phẩm rất ưng_ý nhất là chức_năng sạc nhánh , mới trải_nghiệm chơi liên_quân thấy cũng ổn , tiền_nào_của_nấy thôi với giá dưới 4tr thì cũng tạm được rồi .",,,,,,,Positive,,,,
Điện_thoại phù_hợp người lớn_tuổi . Sử_dụng tốt . Màu_sắc đẹp . Màn_hình to rộng chụp đẹp . Giá hợp_lý,,,,Positive,Positive,,Positive,,,,
Máy ngon trong tầm giá,,,,,,,Positive,,,,
Nhận về mở_hàng thấy móp phần loa không hiểu ,,,,,Negative,,,,,,
Hàng gói kĩ . Cửa_hàng nhiệt_tình tư_vấn .,,,,,,Positive,,Positive,,,
"Tính_năng nổi_bật : chụp ảnh với nhiều kiểu Đúng với mô_tả : đúng mô_tả Chất_lượng sản_phẩm : rất tốt máy zin đét luôn nha mọi người , mua đúng hôm sale giá cũng okela nữa",,Positive,,,,,Positive,,,,
"chất_lượng tốt , phục_vụ tốt  , điện_thoại sài mượt",,,Positive,,,,,,,,
Nhóm màu : màu đen loại : 2sim điện_thoại vá tệ nghe thì bị rè rè khi điện_thoại người nghe nhỏ_xíu,,,,,,,,,,Negative,
"sản_phẩm tốt , dùng ok , giá_cả phải_chăng",,,,,,,Positive,,,,
Phiên_bản : ram 4/6 4g b hàng tốt đã khui để cài tiếng việt . Còn full . Giao hàng hơi lâu nhưng có là được . Zzzzzzzzzzzzzz,,,,,,,,,Neutral,,
"đã nhận hàng , máy sử_dụng tốt . đáng mua , ủng_hộ cửa_hàng .",,,,,,,,,,Positive,
"Nhóm màu : black Dung_lượng lưu_trữ : 128gb tuổi_thọ pin lâu_dài , ⚡ Hiệu_suất : dung_lượng lưu_trữ cao , hiệu_suất mượt_mà ,",Positive,,Positive,,,,,,,,
chăm_sóc khách_hàng từ_chối hỗ_trợ pin yếu chỉ 2h dùng nặng hiệu_năng giật khi xem phim,Negative,,Negative,,,,,Negative,,,
"Đã nhận hàng , chất_lượng sản_phẩm thì dùng rồi sẽ biết , giá_cả phù_hợp",,,,,,,Positive,,,,
"Đúng với mô_tả : ghi là a92 thực_chất là a52 Chất_lượng sản_phẩm : đã chỉnh_sửa sản_phẩm : sản_phẩm giả_mạo , sản_phẩm không như mô_tả , sản_phẩm chất_lượng kém pin 2850mah , không nfc",,,,,,,,,,Negative,
"Mình mua cho người_yêu mình thôi chứ không dùng , nhưng review thấy dùng cũng đượcas , chạy ship không quá nóng , màn_hình tối nha",,,,Negative,,,,,,,
đóng_gói thiếu bọt máy bị móp pin tụt 12% mỗi giờ camera selfie thiếu sáng,,Negative,,,,Negative,,,,,
"Phiên_bản : mỹ 2 sim 128gb tính_năng : đẹp chất_lượng : tốt chất_liệu : đẹp ngoại_hình tốt , cam có phẩy nhỏ nhưng không đáng_kể màn_hình đẹp keng giao hàng nhanh cảm_ơn cửa_hàng",,Positive,,,Positive,,,,Positive,,
"Đúng với mô_tả : không đúng mô_tả , 6/128 thôi , k7x 5g không phải a34 Chất_lượng sản_phẩm : màn ám , đục , không trong",,,,Negative,,,,,,,
"quay video bị giật , chống rung ảo không tốt . khác với mô_tả quay mượt . tính_năng quay 4k hạn_chế , nhanh nóng , ship giao sản_phẩm có vết",,Negative,,,,,,,Negative,,
"So với các hãng khác trong cùng tầm thì giá của chiếc này lại cao hơn , mình không nhận được cảm_giác “ rất xứng_đáng ” .",,,,,,,Negative,,,,
"cửa_hàng giao hàng trong khoảng thời_gian đã hẹn , hộp sản_phẩm không bị móp méo khi nhận .",,,,,,Neutral,,Neutral,Neutral,,
mình bỏ 11 tr9 để mua mà cứ thấy bị chặt chém về giá,,,,,,,Negative,,,,
"kém không khớp yếu pin tụt nhanh_chóng . camera focus không chính_xác . ,",Negative,Negative,,,,,,,,,
"cảm_giác cứ bị lag lag . mới mở ra lag cực_kỳ luoin . giờ đỡ rồi , mà cũng không mượt lắm",,,Negative,,,,,,,,
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói chắc_chắn",,,,,,Positive,,,,Positive,
Hàng 99% mà đẹp như mới.cửa hàng tư_vấn hỗ_trợ nhiệt tình.sẽ ủng_hộ cửa_hàng nhiều,,,,,Positive,,,Positive,,,
Khong biet ben không nhung thay may tuyệt,,,,,,,,,,Positive,
Snapdragon 685 yếu sinh_lí . Máy pin rất trâu,Positive,,Negative,,,,,,,,
Mình chưa cần dùng đến dịch_vụ chăm_sóc khách_hàng nên chưa có đánh_giá gì về mục này .,,,,,,,,Neutral,,,
Đúng với mô_tả : đung như mô_tả Chất_lượng sản_phẩm : hoat động tốt,,,,,,,,,,Positive,
"Hơi đắt mà máy nhìn chẳng sang tí nào , ngoại_hình thô và có vết trầy rõ luôn",,,,,Negative,,Negative,,,,
pin chỉ dùng được 2-3 tiếng . máy quá to không vừa túi quần . tốc_độ mở khoá màn_hình chậm . đóng_gói bị bóc_tem . shipper bắt phải tự xuống lấy hàng,Negative,,,,Negative,Negative,,,Negative,Negative,
"Nhóm màu : black Dung_lượng lưu_trữ : 256gb đúng , chính hãng , đúng màu , đẹp , giá ổn , khuyến_khích mọi người mua , thích màu xanh dương và xanh lá hơn , cảm_ơn cửa_hàng nhé",,,,,Positive,,Positive,,,,
"kém không rõ_ràng bảo_hành tại nơi xa , khó khiếu_nại ,",,,,,,,,Negative,,,
Chất_lượng sản_phẩm trải_nghiệm camera selfie tệ . Đúng với mô_tả ảnh selfie khác ảnh quảng_cáo . Tính_năng nổi_bật camera thiếu chi_tiết + màu giả . Review selfie bị mịn quá mức mất chi_tiết màu sai . Pin và hiệu_năng bình_thường nhưng không nổi_bật . Đóng_gói sơ_sài ship tới muộn . Chăm_sóc khách_hàng hỗ_trợ chậm và không có giải_pháp hữu_hiệu,Neutral,Negative,Neutral,,,Negative,,Negative,Negative,,
Đúng với mô_tả : đúng Chất_lượng sản_phẩm : rất tốt,,,,,,,,,,Positive,
Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng ngon_lành mượt đẹp quá tốt trong tầm giá,,,Positive,,Positive,,Positive,,,,
Sản_phẩm quá tốt trong tầm giá săn sale giá rẻ sẽ ủng_hộ cửa_hàng khi nào mua mới,,,,,,,Positive,,,,
"Đúng với mô_tả : máy đẹp Tính_năng nổi_bật : ram 3gb hơi ít nên chs game hơi lag , giật Chất_lượng sản_phẩm : cam hơi bị trầy nhưng về tổng_quan thì vẫn ổn",,,Negative,,Positive,,,,,Positive,
"Tính_năng nổi_bật : màn_hình chống loá Chất_lượng sản_phẩm : tuyệt_vời Đúng với mô_tả : đúng tiền_nào_của_nấy , sản_phẩm đóng_gói cẩn_thận . Lần đầu_tiên mình mua điện_thoại qua shopee nhưng mua qua cửa_hàng của samcenter nên cũng yên_tâm phần_nào . Máy mượt_mà , cho cảm_giác sử_dụng cao_cấp",,,Positive,Positive,,Positive,Positive,,,Positive,
Nhóm màu : vàng phù_hợp giá tiền .,,,,,,,Positive,,,,
"ưu_điểm : hộp đựng siêu đẹp , thiết_kế xịn sò , màn_hình to , sử_dụng mượt_mà , có trigger , có không_gian trò_chơi bao ngầu , có 120hz , 1 vài ứng_dụng sẽ có thiết_kế riêng . loa ổn_áp , chụp hình đẹp hơn con redmi note 11 của mình . nhược_điểm : sử_dụng lâu sẽ hơi nóng như kh quá_đáng kể , hơi cấn tay không có chỗ cắm tai nghe , bắt_buộc phải sử_dụng tai nghe bluetooth . kh có thư_viện ảnh , kh có nút điều hướng phải vào phần đặc_điểm của cài_đặt mới được . sau vài tiếng trải_nghiệm thì wifi bị giật lag mặc_dù đứng kế chỗ wifi . kh hiểu sao gaming phone mà_lại có vấn_đề về wifi . thấy nhiều ng bị phần wifi thì chắc mình cũng kh xui như v ai_ngờ mình là 1 trong nhx ng đó chốt lại : 7/10 .",,Positive,Positive,Positive,Positive,,,,,,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Giao hành nhanh , giá tốt chất_lượng cao rcm mọi người nên trải_nghiệm",,,,,,,Positive,,Positive,,
"Mình mua cho người_yêu mình thôi chứ không sử_dụng , màn_hình tối nha",,,,Negative,,,,,,,
"Cam hơi lỏ , hiệu_năng chơi game ổn",,Negative,Positive,,,,,,,,
"Chất_lượng sản_phẩm : chưa biết Tính_năng nổi_bật : như bao máy khác Đúng với mô_tả : đúng đặc cái màu hồng cửa_hàng lại giao màu xanh , đầu_máy bị hở tí keo phải đi chấm lại , đã mua 3 lần nhưng lần này bị su cà_na , chưa sài chưa biết thế_nào bền không , 2 lần trước hứa cho 2 cái card 10k rồi lặng luôn buồn cửa_hàng",,,,,Negative,Negative,,Negative,,,
"Tệ_hại sai yếu_kém camera màu xấu . Shipping phí vô_lý . ,",,Negative,,,,,,,Negative,,
điện_thoại bi chay man hinh ' kho lam viec . that . vong khi mua điện_thoại,,,,Negative,,,,,,,
máy đã qua sử_dụng lúc lướt tt thì hay bị lỗi màn,,,,Negative,,,,,,,
cửa_hàng giao sản_phẩm nguyen seal không có gì để chê cảm_ơn cửa_hàng,,,,,,,,,Positive,,
Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : sản_phẩm chất_lượng tốt,,,,,,,,,,Positive,
Màu_sắc : đen Phân_loại : nguyên seal sản_phẩm chất_lượng,,,,,,,,,,Positive,
"Hàng chuẩn , mình trừ 1 sao vì thời_gian đợi giao hàng hơi lâu : (",,,,,,,,,Negative,,
"Hộp giao móp , thiếu_phụ kiện theo quảng_cáo . Khác với mô_tả full pack . Tính_năng bảo_hành online phức_tạp . Sau khi mở máy phát_hiện vết , ship không tracking rõ",,,,,,,,Negative,Negative,,
pin sạc pin hay gián_đoạn camera màu bị ám xanh đóng_gói thiếu lớp lót chống va,Negative,Negative,,,,Negative,,,,,
máy ngon trong tầm giá màn_hình đẹp,,,,Positive,,,Positive,,,,
"Điện_thoại đẹp và mượt nha anh_em , vẻ ngoài không có chỗ chê , chơi game thì nên setting hợp_lí chứ không thì hơi nóng , thông_báo thì nên cấp quyền từ điện_thoại và vô app luôn , như mb bank phải bật thông_báo trong app cái nữa thì mới có nha , mess zalo không chậm , màn_hình dán cường_lực bấm hơi không ăn nhiều lúc , anh_em lưu_ý . 3m9 săn sale mà máy oke như này không đòi_hỏi thêm , còn free tai nghe 300k oách vãi",,,Positive,,Positive,Positive,Positive,,,,
"mua 2 cái tại cửa_hàng một cái bên trái bị lỗi ố vàng gần viền màn thấy rất rõ , bảo lỗi đổi 1-1 30n mà lên nhân_viên bảo_hành keu để điện_thoại lại kiểm_tra không hài_lòng cách xử_lý khi lỗi rõ như_vậy các bạn nào có ý_định mua thì căng nhắc vấn_đề bảo_hành mất thời_gian",,,,Negative,,,,Negative,,,
"hiệu_năng quá nóng khi quay video . dễ quá nhiệt . tản nhiệt kém . quay video 10 phút là máy nóng ran , phải dừng lại . pin dùng nhanh hết",Negative,,Negative,,,,,,,,
"Sản_phẩm điện_thoại có chất_lượng vô_cùng tốt , giá_thành hợp_lí",,,,,,,Positive,,,,
điện_thoại 85% tốt nha cửa_hàng ,,,,,,,,,,Positive,
Nhóm màu : tai nghe Dung_lượng lưu_trữ : 8gb sản_phẩm nhận được đẹp còn mới và xịn sò lắm nhencửa hàng tốt nhiệt_tình cửa_hàng tốt nha sản_phẩm nhận được đẹp còn mới và xịn sò lắm nhencửa hàng tốt nhiệt_tình cửa_hàng tốt nha,,,,,Positive,,,Positive,,,
máy 95% nên lưu ảnh nhẹ với pin hao hơi nhanh xíu thôi … còn lại okela nha .. xài làm máy phụ mà đã quá_trời,Negative,,Negative,,,,,,,Positive,
"điện_thoại vượt ngoài mong_đợi , cửa_hàng tư_vấn hổ trợ nhiệt_tình 10đ",,,,,,,,Positive,,,
Sản_phẩm này đúng mẫu mô_tả giá_cả hợp_lý nhưng hàng giá_trị mà đóng_gói sơ_sài vận_chuyển cẩu_thả hộp móp méo kể_cả hộp đựng điện_thoại cũng không được bảo_quản tốt khi ở trong kho,,,,,,Negative,Positive,,Negative,,
qua 1 thời_gian sử_dụng thì thấy điện_thoại mượt.pin cũng được . chơi game cũng mượt . cửa_hàng phục_vụ nhiệt_tình . nói_chung là 10₫ không có nhưng,Positive,,Positive,,,,,Positive,,,
Màu_sắc : xám 8 g / 128 g máy hơi tả . nhung mua nhiu lân cửa_hàng vẩn tốt lắm,,,,,,,,,,Positive,
được 3 hôm cảm_ứng màn_hình bị hỏng,,,,Negative,,,,,,,
"Nhóm màu : vàng Dung_lượng lưu_trữ : 6 gb +128 gb giao hàng nhanh_chóng và an_toàn , tuỳ chọn màu_sắc rực_rỡ ,  Thời_lượng pin : khá",Positive,,,,Positive,,,,Positive,,
"Mă ơi sau 2 tuần sử_dụng , pin tuột không phanh vậy . Bực_mình quá . Nói được 33-34 h gì đó nhưng không . Pin dễ tuột không sử_dụng nhiều nhưng 1 ngày phải sạc 1 lần . Nếu sử_dụng nhiều là 1 ngày 2 lần . Quá bực_mình",Negative,,,,,,,,,,
"máy thì lag mà giá đội lên trời , cảm_giác bị chém hơi đau .",,,Negative,,,,Negative,,,,
"Nếu giảm_giá chút thì còn chấp_nhận được , nhưng ở mức giá này mình thấy hơi “ quá_tay ” .",,,,,,,Negative,,,,
Tính_năng nổi_bật : pin trâu nhưng không có que chọc sim không có dây_cáp sạc usb-c,Positive,,,,,,,,,,
"Sản_phẩm : hàng lỗi hoặc bị hư_hỏng , sản_phẩm không như mô_tả , sản_phẩm chất_lượng kém dien thoại không có song",,,,,,,,,,Negative,
"bảo_hành rắc_rối , qua rất nhiều thủ_tục mới được bảo_hành , còn chưa biết bảo_hành ra_hồn gì hay không .",,,,,,,,Negative,,,
Thiết_kế kiểu cũ nhìn không hợp_thời tí nào,,,,,Negative,,,,,,
Nhóm màu : đen opal 8 gb / 128 gb tốt cửa_hàng giao hàng khá nhanh ổn nhân_viên_viên làm_việc tốt fffh,,,,,,,,Positive,Positive,,
"variation 3 : mỹ 2 sim 99% 128gb máy 99% đẹp , độ bền đánh_giá sau",,,,,,,,,,Neutral,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb bóng_bẩy và thanh_lịch , giá_trị tuyệt_vời cho số tiền bỏ ra , hiệu_suất mượt_mà , màn_hình sống_động ,",,,Positive,Positive,,,Positive,,,,
Đúng với mô_tả : oke Chất_lượng sản_phẩm : tốt Mới_đầu nhìn đánh_giá hơi sợ mà nhận máy rồi oke nha mọi người . đáng đồng_tiền,,,,,,,Positive,,,,
"Đúng với mô_tả : hàng đúng với mô_tả Chất_lượng sản_phẩm : tốt Hàng đóng_gói cẩn_thận , đẹp , nghe nói rõ ràng.dịch vụ người bán hàng rất tốt . Giao hàng đúng hẹn . Tài_xế cũng tốt nữa . Nói_chung , mọi mặt đều xứng_đáng 10 điểm . Sẽ ủng_hộ cửa_hàng tiếp khi có nhu_cầu .",,,,,Positive,Positive,,Positive,Positive,Positive,
Nhóm màu : đen sản_phẩm rất chất_lượng phù_hợp với mọi ng và giá cảe rất hợp_lý .,,,,,,,Positive,,,Positive,
"Bức_xúc vô_cùng không_thể chấp_nhận shipper giao hàng trễ còn thái_độ cực_kỳ khó_chịu ,",,,,,,,,,Negative,,
"Mình cảm_thấy không đáng với số tiền bỏ ra , giá hơi vượt lên so với những gì máy mang lại .",,,,,,,Negative,,,,
"Ship nhanh , điện_thoại đóng_gói chắc_chắn chính hãng tuyệt lắm nha hâhhahahhahaha",,,,,,Positive,,,Positive,,
"mở ứng_dụng muộn , đóng_gói đẩy khung lệch . camera zoom kỹ_thuật nhiễu hạt , pin hao ghép mic .",Negative,Negative,,,,Negative,,,,Negative,
"Màu_sắc : desert Dung_lượng lưu_trữ : 256gb dịch_vụ khách_hàng xuất_sắc , màn_hình lớn với hiển_thị sống_động ,",,,,Positive,,,,Positive,,,
Đặt vivo y11 gửi y66 con_mẹ mày,,,,,,,,,,Negative,
"Nhóm màu : starlight Dung_lượng lưu_trữ : 128gb điện_thoại chính hãng new 100% . hàng đặt từ hn vào hcm nên chờ hơi lâu . được đóng_gói cực_kỳ cẩn_thận , có hoá_đơn bán hàng từ viettel store . mọi thứ đều tốt .",,,,,,Positive,,,Negative,,
sản_phẩm tốt shipper thân_thiện giao hàng chuẩn nhanh tiện_lợi ích phù_hợp với giá tiền,,,,,,,Positive,,Positive,,
Hãy đểu để ram 8 bộ_nhớ 258 . Thực_ra chỉ có ram 4 bộ_nhớ 128 . Bán hàng_không trung_thực,,,,,,,,,,Negative,
Tính_năng nổi_bật : mượt Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Giao hàng nhanh_chóng miễn_phí ship máy sài tốt ủng_hộ cửa_hàng dài,,,Positive,,,,,,Positive,,
Đúng với mô_tả : tốt Áp voucher 3445 ,,,,,,,Positive,,,,
đóng_gói lỏng_lẻo phụ_kiện rơi pin yếu chỉ 5h dùng camera chụp gần mờ,Negative,Negative,,,,Negative,,,,,
"Màu_sắc : desert Dung_lượng lưu_trữ : 256gb giao hàng nhanh_chóng và hiệu_quả , bộ_xử_lý mạnh_mẽ và nhanh_chóng ,",,,Positive,,,,,,Positive,,
Điện_thoại nhìn ngoài không đẹp như hình giá lại mắc nữa cảm_giác bị hớ,,,,,Negative,,Negative,,,,
